n,data_inserimento,partito,valore
1321,2024-09-16,Fratelli d'Italia,27.5
1321,2024-09-16,Alleanza Verdi Sinistra,6.0
1321,2024-09-16,Lega,8.2
1321,2024-09-16,Movimento 5 Stelle,13.9
1321,2024-09-16,+Europa,2.0
1321,2024-09-16,Azione,2.5
1321,2024-09-16,Italia Viva,2.5
1321,2024-09-16,Altri,4.8
1320,2024-09-13,Partito Democratico,23.9
1320,2024-09-13,Forza Italia,8.8
1320,2024-09-13,Fratelli d'Italia,29.7
1320,2024-09-13,Alleanza Verdi Sinistra,5.4
1320,2024-09-13,Lega,8.9
1320,2024-09-13,Movimento 5 Stelle,10.3
1320,2024-09-13,+Europa,1.8
1320,2024-09-13,Azione,3.3
1320,2024-09-13,Italia Viva,2.5
1320,2024-09-13,Altri,3.1
1319,2024-09-11,Partito Democratico,23.7
1319,2024-09-11,Forza Italia,9.0
1319,2024-09-11,Fratelli d'Italia,29.3
1319,2024-09-11,Alleanza Verdi Sinistra,7.0
1319,2024-09-11,Lega,8.5
1319,2024-09-11,Movimento 5 Stelle,10.1
1319,2024-09-11,+Europa,1.7
1319,2024-09-11,Azione,3.2
1319,2024-09-11,Italia Viva,2.1
1319,2024-09-11,Altri,1.0
1318,2024-09-10,Partito Democratico,24.0
1318,2024-09-10,Forza Italia,10.7
1318,2024-09-10,Fratelli d'Italia,28.9
1318,2024-09-10,Alleanza Verdi Sinistra,6.6
1318,2024-09-10,Lega,8.3
1318,2024-09-10,Movimento 5 Stelle,10.6
1318,2024-09-10,+Europa,1.9
1318,2024-09-10,Azione,2.9
1318,2024-09-10,Italia Viva,2.0
1318,2024-09-10,Altri,4.1
1317,2024-09-10,Partito Democratico,22.5
1317,2024-09-10,Forza Italia,8.5
1317,2024-09-10,Fratelli d'Italia,30.2
1317,2024-09-10,Alleanza Verdi Sinistra,7.2
1317,2024-09-10,Lega,8.3
1317,2024-09-10,Movimento 5 Stelle,11.5
1317,2024-09-10,+Europa,1.7
1317,2024-09-10,Azione,3.2
1317,2024-09-10,Italia Viva,2.6
1317,2024-09-10,Altri,4.3
1316,2024-09-09,Partito Democratico,23.8
1316,2024-09-09,Forza Italia,10.7
1316,2024-09-09,Fratelli d'Italia,28.9
1316,2024-09-09,Alleanza Verdi Sinistra,6.5
1316,2024-09-09,Lega,8.2
1316,2024-09-09,Movimento 5 Stelle,10.5
1316,2024-09-09,+Europa,2.0
1316,2024-09-09,Azione,2.9
1316,2024-09-09,Italia Viva,2.0
1316,2024-09-09,Altri,4.5
1315,2024-09-03,Partito Democratico,22.3
1315,2024-09-03,Forza Italia,8.4
1315,2024-09-03,Fratelli d'Italia,30.3
1315,2024-09-03,Alleanza Verdi Sinistra,6.9
1315,2024-09-03,Lega,8.5
1315,2024-09-03,Movimento 5 Stelle,11.6
1315,2024-09-03,+Europa,1.9
1315,2024-09-03,Azione,3.2
1315,2024-09-03,Italia Viva,2.3
1315,2024-09-03,Altri,5.6
1314,2024-09-02,Partito Democratico,23.8
1314,2024-09-02,Forza Italia,9.1
1314,2024-09-02,Fratelli d'Italia,29.5
1314,2024-09-02,Alleanza Verdi Sinistra,7.0
1314,2024-09-02,Lega,8.6
1314,2024-09-02,Movimento 5 Stelle,9.9
1314,2024-09-02,+Europa,1.6
1314,2024-09-02,Azione,3.1
1314,2024-09-02,Italia Viva,2.1
1314,2024-09-02,Altri,5.1
1313,2024-09-02,Partito Democratico,23.3
1313,2024-09-02,Forza Italia,9.2
1313,2024-09-02,Fratelli d'Italia,28.6
1313,2024-09-02,Alleanza Verdi Sinistra,7.0
1313,2024-09-02,Lega,7.9
1313,2024-09-02,Movimento 5 Stelle,11.1
1313,2024-09-02,+Europa,2.3
1313,2024-09-02,Azione,3.5
1313,2024-09-02,Italia Viva,2.0
1313,2024-09-02,Altri,4.1
1312,2024-09-02,Partito Democratico,24.0
1312,2024-09-02,Forza Italia,10.8
1312,2024-09-02,Fratelli d'Italia,29.1
1312,2024-09-02,Alleanza Verdi Sinistra,6.2
1312,2024-09-02,Lega,8.3
1312,2024-09-02,Movimento 5 Stelle,10.8
1312,2024-09-02,+Europa,1.9
1312,2024-09-02,Azione,2.8
1312,2024-09-02,Italia Viva,2.0
1312,2024-09-02,Altri,4.1
1311,2024-08-26,Partito Democratico,23.7
1311,2024-08-26,Forza Italia,9.0
1311,2024-08-26,Fratelli d'Italia,29.3
1311,2024-08-26,Alleanza Verdi Sinistra,7.0
1311,2024-08-26,Lega,8.5
1311,2024-08-26,Movimento 5 Stelle,10.1
1311,2024-08-26,+Europa,1.7
1311,2024-08-26,Azione,3.2
1311,2024-08-26,Italia Viva,2.1
1311,2024-08-26,Altri,1.0
1310,2024-07-30,Partito Democratico,22.7
1310,2024-07-30,Forza Italia,8.3
1310,2024-07-30,Fratelli d'Italia,29.8
1310,2024-07-30,Alleanza Verdi Sinistra,6.7
1310,2024-07-30,Lega,8.3
1310,2024-07-30,Movimento 5 Stelle,11.4
1310,2024-07-30,+Europa,2.0
1310,2024-07-30,Azione,3.2
1310,2024-07-30,Italia Viva,2.4
1310,2024-07-30,Altri,5.2
1309,2024-07-29,Partito Democratico,23.5
1309,2024-07-29,Forza Italia,9.0
1309,2024-07-29,Fratelli d'Italia,28.7
1309,2024-07-29,Alleanza Verdi Sinistra,5.6
1309,2024-07-29,Lega,9.2
1309,2024-07-29,Movimento 5 Stelle,10.4
1309,2024-07-29,+Europa,1.5
1309,2024-07-29,Azione,3.4
1309,2024-07-29,Italia Viva,2.4
1309,2024-07-29,Altri,3.3
1308,2024-07-29,Partito Democratico,24.6
1308,2024-07-29,Forza Italia,10.3
1308,2024-07-29,Fratelli d'Italia,28.9
1308,2024-07-29,Alleanza Verdi Sinistra,6.7
1308,2024-07-29,Lega,8.5
1308,2024-07-29,Movimento 5 Stelle,10.0
1308,2024-07-29,+Europa,2.0
1308,2024-07-29,Azione,3.0
1308,2024-07-29,Italia Viva,1.9
1308,2024-07-29,Altri,4.1
1307,2024-07-28,Partito Democratico,24.0
1307,2024-07-28,Forza Italia,9.4
1307,2024-07-28,Fratelli d'Italia,29.6
1307,2024-07-28,Alleanza Verdi Sinistra,6.9
1307,2024-07-28,Lega,8.3
1307,2024-07-28,Movimento 5 Stelle,9.7
1307,2024-07-28,+Europa,1.7
1307,2024-07-28,Azione,3.1
1307,2024-07-28,Italia Viva,2.0
1307,2024-07-28,Altri,0.8
1306,2024-07-27,Partito Democratico,22.6
1306,2024-07-27,Forza Italia,8.7
1306,2024-07-27,Fratelli d'Italia,27.9
1306,2024-07-27,Alleanza Verdi Sinistra,6.4
1306,2024-07-27,Lega,8.0
1306,2024-07-27,Movimento 5 Stelle,13.0
1306,2024-07-27,+Europa,1.6
1306,2024-07-27,Azione,3.0
1306,2024-07-27,Italia Viva,2.3
1306,2024-07-27,Altri,4.7
1305,2024-07-24,Partito Democratico,24.0
1305,2024-07-24,Forza Italia,9.6
1305,2024-07-24,Fratelli d'Italia,29.2
1305,2024-07-24,Alleanza Verdi Sinistra,7.1
1305,2024-07-24,Lega,8.5
1305,2024-07-24,Movimento 5 Stelle,9.9
1305,2024-07-24,+Europa,1.6
1305,2024-07-24,Azione,3.1
1305,2024-07-24,Italia Viva,1.9
1305,2024-07-24,Altri,0.7
1304,2024-07-24,Partito Democratico,23.8
1304,2024-07-24,Forza Italia,9.3
1304,2024-07-24,Fratelli d'Italia,28.5
1304,2024-07-24,Alleanza Verdi Sinistra,6.4
1304,2024-07-24,Lega,8.6
1304,2024-07-24,Movimento 5 Stelle,10.5
1304,2024-07-24,+Europa,2.1
1304,2024-07-24,Azione,2.9
1304,2024-07-24,Italia Viva,1.9
1304,2024-07-24,Altri,5.0
1303,2024-07-23,Partito Democratico,22.8
1303,2024-07-23,Forza Italia,8.3
1303,2024-07-23,Fratelli d'Italia,30.0
1303,2024-07-23,Alleanza Verdi Sinistra,6.9
1303,2024-07-23,Lega,8.5
1303,2024-07-23,Movimento 5 Stelle,11.1
1303,2024-07-23,+Europa,1.8
1303,2024-07-23,Azione,3.4
1303,2024-07-23,Italia Viva,2.4
1303,2024-07-23,Altri,5.0
1302,2024-07-22,Partito Democratico,24.6
1302,2024-07-22,Forza Italia,10.2
1302,2024-07-22,Fratelli d'Italia,28.7
1302,2024-07-22,Alleanza Verdi Sinistra,6.9
1302,2024-07-22,Lega,8.4
1302,2024-07-22,Movimento 5 Stelle,9.8
1302,2024-07-22,+Europa,2.0
1302,2024-07-22,Azione,3.2
1302,2024-07-22,Italia Viva,2.0
1302,2024-07-22,Altri,2.6
1301,2024-07-16,Partito Democratico,23.0
1301,2024-07-16,Forza Italia,8.7
1301,2024-07-16,Fratelli d'Italia,29.6
1301,2024-07-16,Alleanza Verdi Sinistra,7.0
1301,2024-07-16,Lega,8.4
1301,2024-07-16,Movimento 5 Stelle,10.8
1301,2024-07-16,+Europa,1.8
1301,2024-07-16,Azione,3.5
1301,2024-07-16,Italia Viva,2.2
1301,2024-07-16,Altri,3.0
1300,2024-07-15,Partito Democratico,24.5
1300,2024-07-15,Forza Italia,10.0
1300,2024-07-15,Fratelli d'Italia,28.7
1300,2024-07-15,Alleanza Verdi Sinistra,6.8
1300,2024-07-15,Lega,8.5
1300,2024-07-15,Movimento 5 Stelle,9.7
1300,2024-07-15,+Europa,2.2
1300,2024-07-15,Azione,3.1
1300,2024-07-15,Italia Viva,1.9
1300,2024-07-15,Altri,2.7
1299,2024-07-14,Partito Democratico,24.3
1299,2024-07-14,Forza Italia,9.5
1299,2024-07-14,Fratelli d'Italia,29.1
1299,2024-07-14,Alleanza Verdi Sinistra,6.9
1299,2024-07-14,Lega,8.8
1299,2024-07-14,Movimento 5 Stelle,9.6
1299,2024-07-14,+Europa,1.6
1299,2024-07-14,Azione,3.2
1299,2024-07-14,Italia Viva,2.0
1299,2024-07-14,Altri,1.9
1298,2024-07-09,Partito Democratico,23.3
1298,2024-07-09,Forza Italia,8.5
1298,2024-07-09,Fratelli d'Italia,29.2
1298,2024-07-09,Alleanza Verdi Sinistra,7.0
1298,2024-07-09,Lega,8.4
1298,2024-07-09,Movimento 5 Stelle,10.6
1298,2024-07-09,+Europa,1.9
1298,2024-07-09,Azione,3.4
1298,2024-07-09,Italia Viva,2.1
1298,2024-07-09,Altri,5.6
1297,2024-07-08,Partito Democratico,24.6
1297,2024-07-08,Forza Italia,10.0
1297,2024-07-08,Fratelli d'Italia,28.7
1297,2024-07-08,Alleanza Verdi Sinistra,6.7
1297,2024-07-08,Lega,8.7
1297,2024-07-08,Movimento 5 Stelle,9.6
1297,2024-07-08,+Europa,2.0
1297,2024-07-08,Azione,3.2
1297,2024-07-08,Italia Viva,1.9
1297,2024-07-08,Altri,2.5
1296,2024-07-07,Partito Democratico,24.2
1296,2024-07-07,Forza Italia,9.6
1296,2024-07-07,Fratelli d'Italia,29.3
1296,2024-07-07,Alleanza Verdi Sinistra,7.1
1296,2024-07-07,Lega,8.9
1296,2024-07-07,Movimento 5 Stelle,9.5
1296,2024-07-07,+Europa,1.5
1296,2024-07-07,Azione,3.3
1296,2024-07-07,Italia Viva,1.9
1296,2024-07-07,Altri,4.7
1295,2024-07-03,Partito Democratico,23.6
1295,2024-07-03,Forza Italia,8.5
1295,2024-07-03,Fratelli d'Italia,29.0
1295,2024-07-03,Alleanza Verdi Sinistra,7.0
1295,2024-07-03,Lega,8.7
1295,2024-07-03,Movimento 5 Stelle,10.3
1295,2024-07-03,+Europa,2.0
1295,2024-07-03,Azione,3.5
1295,2024-07-03,Italia Viva,1.9
1295,2024-07-03,Altri,3.5
1294,2024-07-02,Partito Democratico,24.0
1294,2024-07-02,Forza Italia,9.0
1294,2024-07-02,Fratelli d'Italia,29.2
1294,2024-07-02,Alleanza Verdi Sinistra,6.8
1294,2024-07-02,Lega,8.1
1294,2024-07-02,Movimento 5 Stelle,9.6
1294,2024-07-02,+Europa,2.0
1294,2024-07-02,Azione,3.7
1294,2024-07-02,Italia Viva,2.1
1294,2024-07-02,Altri,2.4
1293,2024-07-01,Partito Democratico,24.0
1293,2024-07-01,Forza Italia,9.2
1293,2024-07-01,Fratelli d'Italia,29.0
1293,2024-07-01,Alleanza Verdi Sinistra,6.6
1293,2024-07-01,Lega,9.0
1293,2024-07-01,Movimento 5 Stelle,9.7
1293,2024-07-01,+Europa,1.6
1293,2024-07-01,Azione,3.4
1293,2024-07-01,Italia Viva,3.1
1293,2024-07-01,Altri,1.0
1292,2024-07-01,Partito Democratico,24.5
1292,2024-07-01,Forza Italia,9.8
1292,2024-07-01,Fratelli d'Italia,28.8
1292,2024-07-01,Alleanza Verdi Sinistra,6.8
1292,2024-07-01,Lega,8.8
1292,2024-07-01,Movimento 5 Stelle,9.6
1292,2024-07-01,+Europa,2.1
1292,2024-07-01,Azione,3.4
1292,2024-07-01,Italia Viva,1.7
1292,2024-07-01,Altri,2.3
1291,2024-07-01,Partito Democratico,22.8
1291,2024-07-01,Forza Italia,8.5
1291,2024-07-01,Fratelli d'Italia,28.1
1291,2024-07-01,Alleanza Verdi Sinistra,6.2
1291,2024-07-01,Lega,8.8
1291,2024-07-01,Movimento 5 Stelle,12.5
1291,2024-07-01,+Europa,1.5
1291,2024-07-01,Azione,2.5
1291,2024-07-01,Italia Viva,2.5
1291,2024-07-01,Altri,4.8
1290,2024-06-30,Partito Democratico,24.2
1290,2024-06-30,Forza Italia,9.6
1290,2024-06-30,Fratelli d'Italia,29.6
1290,2024-06-30,Alleanza Verdi Sinistra,7.2
1290,2024-06-30,Lega,8.7
1290,2024-06-30,Movimento 5 Stelle,9.4
1290,2024-06-30,+Europa,1.5
1290,2024-06-30,Azione,3.1
1290,2024-06-30,Italia Viva,2.0
1290,2024-06-30,Altri,3.6
1289,2024-06-25,Partito Democratico,23.5
1289,2024-06-25,Forza Italia,8.7
1289,2024-06-25,Fratelli d'Italia,29.0
1289,2024-06-25,Alleanza Verdi Sinistra,7.1
1289,2024-06-25,Lega,8.8
1289,2024-06-25,Movimento 5 Stelle,10.0
1289,2024-06-25,+Europa,2.2
1289,2024-06-25,Azione,3.4
1289,2024-06-25,Italia Viva,1.7
1289,2024-06-25,Altri,5.6
1288,2024-06-24,Partito Democratico,24.3
1288,2024-06-24,Forza Italia,9.8
1288,2024-06-24,Fratelli d'Italia,29.0
1288,2024-06-24,Alleanza Verdi Sinistra,6.9
1288,2024-06-24,Lega,8.9
1288,2024-06-24,Movimento 5 Stelle,9.7
1288,2024-06-24,+Europa,2.0
1288,2024-06-24,Azione,3.3
1288,2024-06-24,Italia Viva,1.8
1288,2024-06-24,Altri,2.1
1287,2024-06-18,Partito Democratico,23.8
1287,2024-06-18,Forza Italia,9.0
1287,2024-06-18,Fratelli d'Italia,28.6
1287,2024-06-18,Alleanza Verdi Sinistra,6.9
1287,2024-06-18,Lega,8.8
1287,2024-06-18,Movimento 5 Stelle,9.7
1287,2024-06-18,+Europa,2.1
1287,2024-06-18,Azione,3.6
1287,2024-06-18,Italia Viva,1.8
1287,2024-06-18,Altri,5.6
1286,2024-06-17,Partito Democratico,24.4
1286,2024-06-17,Forza Italia,9.8
1286,2024-06-17,Fratelli d'Italia,29.4
1286,2024-06-17,Alleanza Verdi Sinistra,7.1
1286,2024-06-17,Lega,8.6
1286,2024-06-17,Movimento 5 Stelle,9.6
1286,2024-06-17,+Europa,1.6
1286,2024-06-17,Azione,3.2
1286,2024-06-17,Italia Viva,2.0
1286,2024-06-17,Altri,5.2
1285,2024-05-25,Partito Democratico,22.0
1285,2024-05-25,Forza Italia,8.6
1285,2024-05-25,Fratelli d'Italia,27.3
1285,2024-05-25,Alleanza Verdi Sinistra,4.6
1285,2024-05-25,Lega,8.6
1285,2024-05-25,Movimento 5 Stelle,14.7
1285,2024-05-25,Azione,4.0
1285,2024-05-25,Altri,8.3
1284,2024-05-24,Partito Democratico,19.6
1284,2024-05-24,Forza Italia,8.5
1284,2024-05-24,Fratelli d'Italia,26.8
1284,2024-05-24,Alleanza Verdi Sinistra,4.0
1284,2024-05-24,Lega,9.0
1284,2024-05-24,Movimento 5 Stelle,15.7
1284,2024-05-24,Azione,3.9
1284,2024-05-24,Altri,2.7
1283,2024-05-24,Partito Democratico,20.3
1283,2024-05-24,Forza Italia,8.5
1283,2024-05-24,Fratelli d'Italia,27.2
1283,2024-05-24,Alleanza Verdi Sinistra,4.9
1283,2024-05-24,Lega,9.0
1283,2024-05-24,Movimento 5 Stelle,15.9
1283,2024-05-24,Azione,3.9
1283,2024-05-24,Italia Viva,4.1
1283,2024-05-24,Altri,5.3
1282,2024-05-24,Partito Democratico,20.5
1282,2024-05-24,Forza Italia,8.0
1282,2024-05-24,Fratelli d'Italia,28.5
1282,2024-05-24,Alleanza Verdi Sinistra,3.5
1282,2024-05-24,Lega,8.0
1282,2024-05-24,Movimento 5 Stelle,16.0
1282,2024-05-24,Azione,5.0
1282,2024-05-24,Altri,6.5
1281,2024-05-22,Partito Democratico,21.0
1281,2024-05-22,Forza Italia,8.4
1281,2024-05-22,Fratelli d'Italia,27.0
1281,2024-05-22,Alleanza Verdi Sinistra,4.6
1281,2024-05-22,Lega,8.3
1281,2024-05-22,Movimento 5 Stelle,15.7
1281,2024-05-22,Azione,4.2
1281,2024-05-22,Italia Viva,4.4
1281,2024-05-22,Altri,6.6
1280,2024-05-20,Partito Democratico,19.6
1280,2024-05-20,Forza Italia,8.4
1280,2024-05-20,Fratelli d'Italia,27.2
1280,2024-05-20,Alleanza Verdi Sinistra,3.8
1280,2024-05-20,Lega,8.8
1280,2024-05-20,Movimento 5 Stelle,15.9
1280,2024-05-20,Azione,3.9
1280,2024-05-20,Altri,2.5
1279,2024-05-20,Partito Democratico,20.6
1279,2024-05-20,Forza Italia,9.9
1279,2024-05-20,Fratelli d'Italia,27.2
1279,2024-05-20,Alleanza Verdi Sinistra,4.2
1279,2024-05-20,Lega,8.0
1279,2024-05-20,Movimento 5 Stelle,15.7
1279,2024-05-20,Azione,4.0
1279,2024-05-20,Altri,2.0
1278,2024-05-14,Partito Democratico,20.7
1278,2024-05-14,Forza Italia,8.0
1278,2024-05-14,Fratelli d'Italia,26.8
1278,2024-05-14,Alleanza Verdi Sinistra,4.4
1278,2024-05-14,Lega,8.3
1278,2024-05-14,Movimento 5 Stelle,16.1
1278,2024-05-14,Azione,4.0
1278,2024-05-14,Italia Viva,4.7
1278,2024-05-14,Altri,4.2
1277,2024-05-13,Partito Democratico,19.6
1277,2024-05-13,Forza Italia,8.6
1277,2024-05-13,Fratelli d'Italia,27.0
1277,2024-05-13,Alleanza Verdi Sinistra,3.9
1277,2024-05-13,Lega,8.8
1277,2024-05-13,Movimento 5 Stelle,16.2
1277,2024-05-13,Azione,3.8
1277,2024-05-13,Italia Viva,4.9
1277,2024-05-13,Altri,5.3
1276,2024-05-13,Partito Democratico,20.5
1276,2024-05-13,Forza Italia,10.1
1276,2024-05-13,Fratelli d'Italia,27.4
1276,2024-05-13,Alleanza Verdi Sinistra,4.1
1276,2024-05-13,Lega,7.9
1276,2024-05-13,Movimento 5 Stelle,15.7
1276,2024-05-13,Azione,3.9
1276,2024-05-13,Italia Viva,4.5
1276,2024-05-13,Altri,5.9
1275,2024-05-07,Partito Democratico,20.6
1275,2024-05-07,Forza Italia,8.5
1275,2024-05-07,Fratelli d'Italia,26.6
1275,2024-05-07,Alleanza Verdi Sinistra,4.6
1275,2024-05-07,Lega,8.8
1275,2024-05-07,Movimento 5 Stelle,16.1
1275,2024-05-07,Azione,4.5
1275,2024-05-07,Italia Viva,4.9
1275,2024-05-07,Altri,3.6
1274,2024-05-07,Partito Democratico,20.5
1274,2024-05-07,Forza Italia,8.3
1274,2024-05-07,Fratelli d'Italia,27.3
1274,2024-05-07,Alleanza Verdi Sinistra,4.4
1274,2024-05-07,Lega,8.3
1274,2024-05-07,Movimento 5 Stelle,16.0
1274,2024-05-07,Azione,3.8
1274,2024-05-07,Italia Viva,4.5
1274,2024-05-07,Altri,5.4
1273,2024-05-06,Partito Democratico,20.3
1273,2024-05-06,Forza Italia,10.2
1273,2024-05-06,Fratelli d'Italia,27.3
1273,2024-05-06,Alleanza Verdi Sinistra,4.0
1273,2024-05-06,Lega,7.8
1273,2024-05-06,Movimento 5 Stelle,15.9
1273,2024-05-06,Azione,3.8
1273,2024-05-06,Altri,2.5
1272,2024-05-01,Partito Democratico,19.6
1272,2024-05-01,Forza Italia,8.5
1272,2024-05-01,Fratelli d'Italia,27.6
1272,2024-05-01,Alleanza Verdi Sinistra,3.5
1272,2024-05-01,Lega,8.4
1272,2024-05-01,Movimento 5 Stelle,16.0
1272,2024-05-01,Azione,3.9
1272,2024-05-01,Altri,1.5
1271,2024-04-30,Partito Democratico,20.3
1271,2024-04-30,Forza Italia,8.4
1271,2024-04-30,Fratelli d'Italia,26.6
1271,2024-04-30,Alleanza Verdi Sinistra,4.5
1271,2024-04-30,Lega,8.6
1271,2024-04-30,Movimento 5 Stelle,15.6
1271,2024-04-30,Azione,4.2
1271,2024-04-30,Italia Viva,4.5
1271,2024-04-30,Altri,5.3
1270,2024-04-29,Partito Democratico,20.0
1270,2024-04-29,Forza Italia,10.2
1270,2024-04-29,Fratelli d'Italia,27.5
1270,2024-04-29,Alleanza Verdi Sinistra,3.9
1270,2024-04-29,Lega,7.7
1270,2024-04-29,Movimento 5 Stelle,16.0
1270,2024-04-29,Azione,3.8
1270,2024-04-29,Italia Viva,4.8
1270,2024-04-29,Altri,2.3
1269,2024-04-23,Partito Democratico,20.0
1269,2024-04-23,Forza Italia,8.4
1269,2024-04-23,Fratelli d'Italia,26.8
1269,2024-04-23,Alleanza Verdi Sinistra,4.3
1269,2024-04-23,Lega,8.5
1269,2024-04-23,Movimento 5 Stelle,15.9
1269,2024-04-23,Azione,4.1
1269,2024-04-23,Italia Viva,4.7
1269,2024-04-23,Altri,6.0
1268,2024-04-22,Partito Democratico,19.7
1268,2024-04-22,Forza Italia,8.3
1268,2024-04-22,Fratelli d'Italia,27.5
1268,2024-04-22,Alleanza Verdi Sinistra,3.2
1268,2024-04-22,Lega,8.5
1268,2024-04-22,Movimento 5 Stelle,16.1
1268,2024-04-22,Azione,3.8
1268,2024-04-22,Italia Viva,5.2
1268,2024-04-22,Altri,1.7
1267,2024-04-22,Partito Democratico,19.7
1267,2024-04-22,Forza Italia,10.1
1267,2024-04-22,Fratelli d'Italia,27.4
1267,2024-04-22,Alleanza Verdi Sinistra,3.7
1267,2024-04-22,Lega,7.8
1267,2024-04-22,Movimento 5 Stelle,16.3
1267,2024-04-22,Azione,3.7
1267,2024-04-22,Altri,2.4
1266,2024-04-22,Partito Democratico,21.2
1266,2024-04-22,Forza Italia,8.6
1266,2024-04-22,Fratelli d'Italia,28.5
1266,2024-04-22,Alleanza Verdi Sinistra,3.7
1266,2024-04-22,Lega,7.4
1266,2024-04-22,Movimento 5 Stelle,15.9
1266,2024-04-22,Azione,3.8
1266,2024-04-22,Altri,4.0
1265,2024-04-19,Partito Democratico,19.5
1265,2024-04-19,Forza Italia,8.5
1265,2024-04-19,Fratelli d'Italia,27.5
1265,2024-04-19,Alleanza Verdi Sinistra,3.5
1265,2024-04-19,Lega,8.0
1265,2024-04-19,Movimento 5 Stelle,16.5
1265,2024-04-19,Azione,3.5
1265,2024-04-19,Italia Viva,5.0
1265,2024-04-19,Altri,6.0
1264,2024-04-17,Partito Democratico,19.5
1264,2024-04-17,Forza Italia,8.0
1264,2024-04-17,Fratelli d'Italia,27.8
1264,2024-04-17,Alleanza Verdi Sinistra,3.3
1264,2024-04-17,Lega,8.8
1264,2024-04-17,Movimento 5 Stelle,15.6
1264,2024-04-17,+Europa,2.55
1264,2024-04-17,Azione,3.9
1264,2024-04-17,Italia Viva,2.55
1264,2024-04-17,Altri,2.4
1263,2024-04-16,Partito Democratico,19.4
1263,2024-04-16,Forza Italia,8.4
1263,2024-04-16,Fratelli d'Italia,27.2
1263,2024-04-16,Alleanza Verdi Sinistra,4.1
1263,2024-04-16,Lega,8.6
1263,2024-04-16,Movimento 5 Stelle,16.0
1263,2024-04-16,Azione,4.2
1263,2024-04-16,Italia Viva,5.2
1263,2024-04-16,Altri,3.7
1262,2024-04-15,Partito Democratico,19.8
1262,2024-04-15,Forza Italia,10.1
1262,2024-04-15,Fratelli d'Italia,27.3
1262,2024-04-15,Alleanza Verdi Sinistra,3.7
1262,2024-04-15,Lega,7.9
1262,2024-04-15,Movimento 5 Stelle,16.2
1262,2024-04-15,Azione,3.6
1262,2024-04-15,Altri,2.3
1261,2024-04-10,Partito Democratico,19.8
1261,2024-04-10,Forza Italia,7.8
1261,2024-04-10,Fratelli d'Italia,26.9
1261,2024-04-10,Alleanza Verdi Sinistra,3.9
1261,2024-04-10,Lega,8.8
1261,2024-04-10,Movimento 5 Stelle,15.6
1261,2024-04-10,Azione,4.0
1261,2024-04-10,Altri,5.5
1260,2024-04-08,Partito Democratico,19.5
1260,2024-04-08,Forza Italia,7.1
1260,2024-04-08,Fratelli d'Italia,27.6
1260,2024-04-08,Alleanza Verdi Sinistra,3.5
1260,2024-04-08,Lega,8.6
1260,2024-04-08,Movimento 5 Stelle,15.9
1260,2024-04-08,+Europa,2.6
1260,2024-04-08,Azione,3.8
1260,2024-04-08,Italia Viva,2.9
1260,2024-04-08,Altri,3.0
1259,2024-04-08,Partito Democratico,20.2
1259,2024-04-08,Forza Italia,9.5
1259,2024-04-08,Fratelli d'Italia,27.4
1259,2024-04-08,Alleanza Verdi Sinistra,4.1
1259,2024-04-08,Lega,7.8
