stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
Effettuato,16/12/2022,16/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE BASILICATA,INTERA GIORNATA - TPL: 4 ORE VARIE MODALITA'; TRASP. MERCI E LOGISTICA 4 ORE FINE TURNO,Regionale,null,02/12/2022,Basilicata,Tutte,03/12/2022 09:31,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE LOMBARDIA,"24 ORE: FERROVIARIO 9-13; TPL 4 ORE CON MODALITA' TERRITORIALI; NCC 9-13; TAXI 9-13; TRASP. MERCI SU ROTAIA 9-13; TRASP. MERCI E LOGISTICA 8 ORE; CIRC., SICUREZZA STRADALE, CONC. AUTOSTRADALI E ANAS ULTIME 4 ORE TURNO",Regionale,ESCUSE AZIENDE FERROVIARIE INTERREGIONALI ED IMPRESE SETTORE TRASPORTO AEREO,02/12/2022,Lombardia,Tutte,02/12/2022 22:54,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE LAZIO,"INTERA GIORNATA - TPL 4 ORE: 20.00-24.00; FERROVIARIO E TRASP. MERCI ROTAIA 8 ORE: 9.01-16.59; APP. FERROVIARI 24 ORE; TRASP MERCI E LOG.CA INTERO TURNO; CIRC. E SIC. STRADALE 24 ORE; MARITTIMO: IS. MAGG. RITARDO 30 MIN. PARTENZA, IS. MIN. INTERO PREST.",Regionale,ESCLUSO PERSONALE TRASPORTO AEREO E ACI INFOMOBILITY,05/12/2022,Lazio,Tutte,05/12/2022 12:39,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR FILT-CGIL,Ferroviario,PERSONALE SOC. TRENITALIA DISTRIBUZIONI ED EQUIPAGGI MOBILI DIVISIONE REGIONALE LIGURIA,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,30/11/2022,Liguria,Tutte,30/11/2022 15:13,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIE/FAST MOBILITA'/ORSA,Ferroviario,PERSONALE SOC. MERCITALIA RAIL REGIONE CAMPANIA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,22/11/2022,Campania,Tutte,22/11/2022 15:58,2022-12-16,2022-12-16
"Revocato (include le azioni di revoca, sospensione e differimento)",16/12/2022,16/12/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/SMA-FAST-CONFSAL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. RFI DOIT ROMA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,21/11/2022,Lazio,Tutte,25/11/2022 12:44,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR FILT-CGIL/UILT-UIL/UGL FERROVIERI/ORSA,Ferroviario,PERSONALE SOC. TRENITALIA DT E OMC OSMANNORO DELLA REGIONE TOSCANA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,02/11/2022,Toscana,Tutte,02/11/2022 14:02,2022-12-16,2022-12-16
"Revocato (include le azioni di revoca, sospensione e differimento)",16/12/2022,16/12/2022,OSR FIT-CISL,Ferroviario,"PERSONALE SOC. TRENITALIA UFFICI DIREZIONE TECNICA  LAVAGNINI DI FIRENZE, OMC E IMC DI OSMANNORO ( FI )",8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,02/11/2022,Toscana,Tutte,03/11/2022 10:29,2022-12-16,2022-12-16
"Revocato (include le azioni di revoca, sospensione e differimento)",16/12/2022,16/12/2022,OSR SLM FAST-CONFSAL,Ferroviario,"PERSONALE SOC. TRENITALIA UFFICI DIREZIONE TECNICA PLESSO LAVAGNINI DI FIRENZE, OMC E IMC DI OSMANNORO ( FI )",8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,02/11/2022,Toscana,Tutte,02/11/2022 16:14,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR UILT-UIL,Ferroviario,PERSONALE SOC. TRENITALIA DISTRIBUZIONI ED EQUIPAGGI MOBILI DIVISIONE REGIONALE LIGURIA,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,02/12/2022,Liguria,Tutte,02/12/2022 14:11,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR UILT-UIL,Ferroviario,PERSONALE MOBILE SOC. ITALO-NTV DISTRETTO DI MILANO,8 ORE: DALLE 9.01 ALLE 16.59,Nazionale,null,03/12/2022,Italia,Tutte,03/12/2022 09:07,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,OSR USB LAVORO PRIVATO + RSU,Ferroviario,PERSONALE MANUTENZIONE INFRASTRUTTURE SOC. RFI DOIT ROMA,INTERA PRESTAZIONE,Regionale,null,25/11/2022,Lazio,Tutte,25/11/2022 14:19,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,USB LAVORO PRIVATO,Circolazione e sicurezza stradale,PERSONALE SOC. ACI INFOMOBILITY,INTERO TURNO,Nazionale,null,02/12/2022,Italia,Tutte,02/12/2022 16:49,2022-12-16,2022-12-16
Effettuato,16/12/2022,16/12/2022,USB LAVORO PRIVATO,Marittimo,SCIOPERO NAZIONALE SETTORE PORTUALE,24 ORE,Nazionale,null,15/12/2022,Italia,Tutte,15/12/2022 15:32,2022-12-16,2022-12-16
Effettuato,15/12/2022,15/12/2022,OSR CGIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE ABRUZZO,"INTERA GIORNATA - TPL 4 ORE: 19.30-23.30; TAXI 24 ORE; MERCI E LOGISTICA 24 ORE; CIRC. E SICUREZZA STRADALE ULTME 4 ORE TURNO; ESCLUSI SETTORI AEREO, FERROVIARIO, APPALTI FERROVIARI E TRASP. MERCI SU ROTAIA",Regionale,null,03/12/2022,Abruzzo,Tutte,03/12/2022 12:18,2022-12-15,2022-12-15
Effettuato,15/12/2022,15/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI DELLA REGIONE MARCHE,FINO A 24 ORE: TPL 4 ORE: DALLE 11.30 ALLE 15.30 - MARITTIMO E PORTI 4 ORE,Regionale,ESCLUSO PERSONALE SOC. TRENITALIA,02/12/2022,Marche,Tutte,02/12/2022 15:59,2022-12-15,2022-12-15
Effettuato,15/12/2022,15/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE PIEMONTE,"FINO A 24 ORE: TPL, ANAS, AUTOSTRADE, TRASPORTO MERCI: 4 ORE;  FERROVIARIO: APPALTI 9.01-13.01, GRUPPO FSI 14.00-17.59",Regionale,null,02/12/2022,Piemonte,Tutte,02/12/2022 18:33,2022-12-15,2022-12-15
"Revocato (include le azioni di revoca, sospensione e differimento)",15/12/2022,16/12/2022,OSR FILT-CGIL/FIT-CISL/UGL FERROVIERI/ORSA TRASPORTI,Ferroviario,"PERSONALE SOC. TRENITALIA SETTORI DBR, DIREZIONE BUSINESS AV, DB-IC DELLA CALABRIA",24 ORE: DALLE 21.01 DEL 15/12 ALLE 21.00 DEL 16/12,Regionale,null,16/11/2022,Calabria,Tutte,16/11/2022 09:05,2022-12-15,2022-12-16
Effettuato,15/12/2022,16/12/2022,OSR FIT-CISL/UILT-UIL/UGL/FAST/ORSA TRASPORTI,Ferroviario,PERSONALE SOC. MERCITALIA RAIL REGIONE CALABRIA,24 ORE: DALLE 21.01 DEL 15/12 ALLE 21.00 DEL  16/12,Regionale,null,21/11/2022,Calabria,Tutte,21/11/2022 11:05,2022-12-15,2022-12-16
"Revocato (include le azioni di revoca, sospensione e differimento)",15/12/2022,15/12/2022,USB LAVORO PRIVATO,Circolazione e sicurezza stradale,PERSONALE SOC. ACI INFOMOBILITY,INTERO TURNO,Nazionale,null,30/11/2022,Italia,Tutte,30/11/2022 14:38,2022-12-15,2022-12-15
Effettuato,14/12/2022,14/12/2022,OSP CGIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI DELLA PROVINCIA DI TRENTO,INTERA GIORNATA - FERROVIARIO 4 ORE: 9.01-12.59,Provinciale,null,02/12/2022,Trentino-Alto Adige,Trento,02/12/2022 09:36,2022-12-14,2022-12-14
Effettuato,14/12/2022,14/12/2022,OSR CGIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI DELLA REGIONE VENETO,INTERA GIORNATA - TRASP. MERCI 4 ORE FINE TURNO,Regionale,null,02/12/2022,Veneto,Tutte,02/12/2022 15:42,2022-12-14,2022-12-14
Effettuato,14/12/2022,14/12/2022,OSR CGIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE PUGLIA,"FINO A 24 ORE: FERROVIARIO: DALLE 09.01 ALLE 16.59 - TPL 4 ORE VARIE MODALITA' - APPALTI FERROVIARI,TRASPORTO MERCI, MARITTIMO, PORTI: INTERO TURNO",Regionale,"ESCLUSO PERSONALE SOCC. EASYJET, ENAV",02/12/2022,Puglia,Tutte,02/12/2022 18:05,2022-12-14,2022-12-14
Effettuato,14/12/2022,14/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI DELLA REGIONE VALLE D'AOSTA,INTERA GIORNATA: AUTOSTRADE INTERO TURNO,Regionale,ADESIONE DELLE OO.SS. FILT CGIL E UILT-UIL,02/12/2022,Valle d'Aosta,Tutte,02/12/2022 10:11,2022-12-14,2022-12-14
Effettuato,14/12/2022,14/12/2022,OSR FILT-CGIL/FIT-CISL,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE ROCCO DI LAGONEGRO (PZ),4 ORE: DALLE 08.29 ALLE 12.29,Regionale,null,23/11/2022,Basilicata,Tutte,25/11/2022 15:21,2022-12-14,2022-12-14
"Revocato (include le azioni di revoca, sospensione e differimento)",13/12/2022,13/12/2022,FILT-CGIL/FIT-CISL/UILT-UIL,Aereo,PERSONALE SOC. ENAV,24 ORE,Nazionale,null,03/11/2022,Italia,Tutte,03/11/2022 15:37,2022-12-13,2022-12-13
Effettuato,13/12/2022,13/12/2022,OSP CUB TRASPORTI,Aereo,"PERSONALE SOCC. AGS, GH VERONA PRESSO AEROPORTO VALERIO CATULLO DI VERONA VILLAFRANCA",4 ORE: DALLE 14.00 ALLE 18.00,Locale,null,15/11/2022,Veneto,Verona,16/11/2022 09:39,2022-12-13,2022-12-13
Effettuato,13/12/2022,13/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE UMBRIA,FINO A 24 ORE: FERROVIARIO 8 ORE: DALLE 09.01 ALLE 16.59 - SETTORE TRASPORTI ULTIME 4 ORE DEL TURNO,Regionale,null,01/12/2022,Umbria,Tutte,01/12/2022 17:15,2022-12-13,2022-12-13
Effettuato,13/12/2022,13/12/2022,OSR CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI REGIONE SICILIA,"4 ORE: FERROVIARIO, MARITTIMO: DALLE 09.00 ALLE 13.00 - TPL 4 ORE VARIE MODALITA'",Regionale,null,02/12/2022,Sicilia,Tutte,02/12/2022 15:15,2022-12-13,2022-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/12/2022,13/12/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL,Ferroviario,PERSONALE EQUIPAGGI SOC. TRENITALIA DBR PASSEGGERI REGIONALE FRIULI VENEZIA GIULIA,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,28/11/2022,Friuli-Venezia Giulia,Tutte,28/11/2022 15:53,2022-12-13,2022-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/12/2022,13/12/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAST,Ferroviario,PERSONALE SOC. TRENITALIA DBR PASSEGGERI REGIONALE SETTORE MANUTENZIONE/PULIZIE FRIULI VENEZIA GIULIA,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,16/11/2022,Friuli-Venezia Giulia,Tutte,16/11/2022 11:40,2022-12-13,2022-12-13
Effettuato,13/12/2022,13/12/2022,OSR ORSA TRASPORTI,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DBR REGIONE MARCHE,1 ORA: DALLE 01.00 ALLE 02.00,Regionale,null,12/11/2022,Marche,Tutte,12/11/2022 19:10,2022-12-13,2022-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/12/2022,13/12/2022,OST FILT-CGIL/UILT-UIL/FAISA-CISAL/UGL TPL/ORSA,Trasporto pubblico locale,PERSONALE SOC. ATM DI MESSINA,4 ORE: DALLE 15.31 ALLE 19.30,Locale,null,23/11/2022,Sicilia,Messina,23/11/2022 12:05,2022-12-13,2022-12-13
Effettuato,13/12/2022,13/12/2022,UILT-UIL,Aereo,PERSONALE SOC. EASYJET,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,28/11/2022,Italia,Tutte,28/11/2022 10:32,2022-12-13,2022-12-13
Effettuato,12/12/2022,12/12/2022,CGIL/UIL,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE DELLA REGIONE CALABRIA,INTERA GIORNATA - TPL 4 ORE: DALLE 9.00 ALLE 13.00,Regionale,null,01/12/2022,Calabria,Tutte,01/12/2022 21:16,2022-12-12,2022-12-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/12/2022,12/12/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. TROTTA BUS SERVICE DI BENEVENTO,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,29/10/2022,Campania,Benevento,29/10/2022 13:51,2022-12-12,2022-12-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/12/2022,13/12/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/ORSA/FAST,Ferroviario,PERSONALE SOC. MERCITALIA RAIL REGIONE FRIULI VENEZIA GIULIA,24 ORE: DALLE 21.00 DEL 12/12 ALLE 21.00 DEL 13/12,Regionale,null,28/11/2022,Friuli-Venezia Giulia,Tutte,29/11/2022 10:06,2022-12-12,2022-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",11/12/2022,12/12/2022,OSR SLM-FAST-CONFSAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,23 ORE: DALLE 3.31 DEL 11/12 ALLE 2.30 DEL 12/12,Regionale,null,04/11/2022,Emilia-Romagna,Tutte,04/11/2022 15:25,2022-12-11,2022-12-12
"Revocato (include le azioni di revoca, sospensione e differimento)",11/12/2022,12/12/2022,RSA FAISA-CISAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,23 ORE: DALLE 3.31 DELL'11/12 ALLE 2.30 DEL 12/12,Regionale,null,11/11/2022,Emilia-Romagna,Tutte,11/11/2022 15:55,2022-12-11,2022-12-12
"Revocato (include le azioni di revoca, sospensione e differimento)",10/12/2022,10/12/2022,USB LAVORO PRIVATO,Circolazione e sicurezza stradale,PERSONALE SOC. ACI INFOMOBILITY,INTERO TURNO,Nazionale,null,29/11/2022,Italia,Tutte,29/11/2022 11:44,2022-12-10,2022-12-10
"Revocato (include le azioni di revoca, sospensione e differimento)",09/12/2022,09/12/2022,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. ATC ESERCIZIO DI LA SPEZIA,24 ORE,Provinciale,null,15/11/2022,Liguria,La Spezia,16/11/2022 14:06,2022-12-09,2022-12-09
Effettuato,09/12/2022,09/12/2022,OSR FILT-CGIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE AZIENDE TPL DELLA REGIONE UMBRIA,24 ORE,Regionale,null,10/11/2022,Umbria,Tutte,10/11/2022 08:52,2022-12-09,2022-12-09
"Revocato (include le azioni di revoca, sospensione e differimento)",09/12/2022,09/12/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIE/FAST MOBILITA'/ORS,Ferroviario,PERSONALE SOC. MERCITALIA RAIL REGIONE CAMPANIA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,15/11/2022,Campania,Tutte,15/11/2022 15:46,2022-12-09,2022-12-09
"Revocato (include le azioni di revoca, sospensione e differimento)",08/12/2022,08/12/2022,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. VUELING,24 ORE,Nazionale,null,16/11/2022,Italia,Tutte,16/11/2022 12:43,2022-12-08,2022-12-08
"Revocato (include le azioni di revoca, sospensione e differimento)",06/12/2022,06/12/2022,OSP FAISA-CISAL,Trasporto pubblico locale,"PERSONALE SOC. STAR MOBILITY AREE DI LODI, CREMONA, PAVIA",4 ORE: VARIE MODALITA',Territoriale,null,21/11/2022,Lombardia,Lodi,21/11/2022 10:50,2022-12-06,2022-12-06
Effettuato,03/12/2022,02/12/2022,OSP FAISA-CISAL,Aereo,PERSONALE SOC. CSC MOBILITA' DI LATINA,24 ORE,Locale,null,28/10/2022,Lazio,Latina,28/10/2022 14:32,2022-12-03,2022-12-02
Effettuato,02/12/2022,02/12/2022,ADL VARESE/CIB-UNICOBAS/COBAS SARDEGNA/CONF. COBAS/CUB/SGB/SI-COBAS/USB/USI-CIT,Generale,SCIOPERO GENERALE DEI SETTORI PRIVATI E PUBBLICI,"INTERA GIORNATA: AEREO 00.01-24.00; FERROV. DA 21.00 DEL 1/12 A 21.00 DEL 2/12; TPL 24 ORE CON MODALITA' TERRITORIALI; MARITTIMO ISOLE MAGGIORI 24 ORE DA 1 ORA PRIMA PARTENZA, ISOLE MINORI 00.01-24.00; AUTOSTRADE DA 22.00 DEL 1/12 A 22.00 DEL 2/12; TAXI 2",Nazionale,"ADESIONE OO.SS. ORSA, CUB TRASPORTI, SGB, SBM, COBAS LAVORO PRIVATO, USB LAVORO PRIVATO, SLS, SIAL COBAS",24/09/2022,Italia,Tutte,24/09/2022 07:37,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,CMC,Ferroviario,PERSONALE DI MACCHINA SOC. MERCITALIA RAIL,8 ORE: DALLE 09.01 ALLE 17.00,Nazionale,null,21/11/2022,Italia,Tutte,21/11/2022 17:57,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,CUB TRASPORTI,Ferroviario,PERSONALE AZIENDE COMPARTO FERROVIARIO,8 ORE: DALLE 09.00 ALLE 17.00,Nazionale,null,21/11/2022,Italia,Tutte,21/11/2022 16:54,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. VUELING,24 ORE,Nazionale,null,16/11/2022,Italia,Tutte,16/11/2022 14:17,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,FLAI TRASPORTI E SERVIZI,Aereo,LAVORATORI IMPRESE SERVIZI AEROPORTUALI DI HANDLING,24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,null,31/10/2022,Italia,Tutte,02/11/2022 07:25,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. ATC ESERCIZIO DI LA SPEZIA,24 ORE,Provinciale,null,22/11/2022,Liguria,La Spezia,22/11/2022 10:54,2022-12-02,2022-12-02
"Revocato (include le azioni di revoca, sospensione e differimento)",02/12/2022,02/12/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. COTRAL REGIONE LAZIO,24 ORE,Regionale,null,22/11/2022,Lazio,Tutte,22/11/2022 11:58,2022-12-02,2022-12-02
"Revocato (include le azioni di revoca, sospensione e differimento)",02/12/2022,02/12/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE GRUPPO ARRIVA OPERANTE PRESSO LA PROVINCIA DI TORINO,8 ORE: DALLE 08.01 ALLE 12.00 E DALLE 15.01 A FINE SERVIZIO,Locale,null,20/10/2022,Piemonte,Torino,20/10/2022 15:50,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,OSP FILT-CGIL/FIT-CISL/FAISA-CISAL/UGL-FNA,Trasporto pubblico locale,PERSONALE SOC. ATAP DI PORDENONE,4 ORE: DALLE 16.30 ALLE 20.30,Locale,null,17/11/2022,Friuli-Venezia Giulia,Pordenone,17/11/2022 18:41,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/SIAL-COBAS/UGL-FNA + RSU,Trasporto pubblico locale,PERSONALE SOC. TPL LINEA DI SAVONA,24 ORE,Locale,null,14/11/2022,Liguria,Savona,14/11/2022 14:54,2022-12-02,2022-12-02
"Revocato (include le azioni di revoca, sospensione e differimento)",02/12/2022,02/12/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL/CONFAIL,Trasporto pubblico locale,PERSONALE SOC. ATAF DI FOGGIA,4 ORE: DALLE 08.30 ALLE 12.30,Locale,null,11/11/2022,Puglia,Foggia,11/11/2022 12:50,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,OSP FILT-CGIL/UILT-UIL/UGL/FAISA-CISAL/USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. TRIESTE TRASPORTI DI TRIESTE,4 ORE: DALLE 09.00 ALLE 13.00,Locale,null,21/11/2022,Friuli-Venezia Giulia,Trieste,21/11/2022 12:51,2022-12-02,2022-12-02
"Revocato (include le azioni di revoca, sospensione e differimento)",02/12/2022,02/12/2022,OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE DEPOSITO DI PAVIA,24 ORE,Locale,null,21/10/2022,Lombardia,Pavia,07/11/2022 12:39,2022-12-02,2022-12-02
Effettuato,02/12/2022,02/12/2022,OSP UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. ARRIVA UDINE DI UDINE,24 ORE,Territoriale,null,31/10/2022,Friuli-Venezia Giulia,Udine,31/10/2022 11:44,2022-12-02,2022-12-02
